Data,Regiao,Produto,Vendedor,Qtd_Vendida,Receita,Custo,Lucro
2024-03-31,Sul,Monitor,Fernanda,53,183365.3,126975.07,56390.22999999998
2024-03-31,Sul,Headset,Fernanda,87,351990.31,271375.53,80614.77999999997
2024-03-31,Centro-Oeste,Notebook,Fernanda,55,89013.61,52970.46,36043.15
2024-03-31,Centro-Oeste,Smartphone,Daniela,87,386253.81,228175.53,158078.28
2024-03-31,Centro-Oeste,Impressora,Eduardo,11,47932.93,34962.05,12970.879999999997
2024-03-31,Centro-Oeste,Monitor,Ana,10,36064.53,28256.82,7807.709999999999
2024-03-31,Centro-Oeste,Headset,Eduardo,29,21517.29,15079.47,6437.8200000000015
2024-03-31,Norte,Notebook,Carlos,30,47882.1,28337.31,19544.789999999997
2024-03-31,Norte,Smartphone,Daniela,7,9079.51,4553.75,4525.76
2024-03-31,Norte,Impressora,Carlos,94,82640.02,58244.34,24395.680000000008
2024-03-31,Norte,Monitor,Fernanda,63,261686.76,205090.43,56596.330000000016
2024-03-31,Norte,Headset,Fernanda,63,259219.93,206331.01,52888.919999999984
2024-04-30,Nordeste,Notebook,Eduardo,67,58212.67,40402.57,17810.1
2024-04-30,Nordeste,Smartphone,Carlos,7,8819.04,4551.42,4267.620000000001
2024-04-30,Nordeste,Impressora,Carlos,5,13198.2,9961.07,3237.130000000001
2024-04-30,Nordeste,Monitor,Daniela,91,114410.08,85914.27,28495.809999999998
2024-04-30,Nordeste,Headset,Eduardo,37,50001.1,35806.55,14194.549999999996
2024-04-30,Sudeste,Notebook,Ana,63,202822.73,129455.56,73367.17000000001
2024-04-30,Sudeste,Smartphone,Eduardo,52,220117.68,156903.54,63214.139999999985
2024-04-30,Sudeste,Impressora,Fernanda,18,63352.05,44923.4,18428.65
2024-04-30,Sudeste,Monitor,Ana,28,31545.1,21564.31,9980.789999999997
2024-04-30,Sudeste,Headset,Fernanda,82,161333.8,84099.24,77234.55999999998
2024-04-30,Sul,Notebook,Carlos,19,83243.45,47442.26,35801.189999999995
2024-04-30,Sul,Smartphone,Carlos,66,312791.29,184384.75,128406.53999999998
2024-04-30,Sul,Impressora,Eduardo,36,179266.81,138654.71,40612.100000000006
2024-04-30,Sul,Monitor,Eduardo,5,3763.65,2170.46,1593.19
2024-04-30,Sul,Headset,Fernanda,97,275717.38,174308.38,101409.0
2024-04-30,Centro-Oeste,Notebook,Eduardo,35,36697.37,22926.99,13770.380000000001
2024-04-30,Centro-Oeste,Smartphone,Fernanda,12,27424.77,17612.24,9812.529999999999
2024-04-30,Centro-Oeste,Impressora,Eduardo,82,361725.52,238383.9,123341.62000000002
2024-04-30,Centro-Oeste,Monitor,Daniela,89,208989.05,155756.83,53232.22
2024-04-30,Centro-Oeste,Headset,Eduardo,20,86791.82,60933.41,25858.410000000003
2024-04-30,Norte,Notebook,Carlos,21,36664.21,18838.77,17825.44
2024-04-30,Norte,Smartphone,Daniela,89,309149.81,223796.29,85353.51999999999
2024-04-30,Norte,Impressora,Ana,93,228657.26,177485.47,51171.79000000001
2024-04-30,Norte,Monitor,Carlos,41,58182.67,36399.57,21783.1
2024-04-30,Norte,Headset,Ana,70,35071.52,27162.91,7908.609999999997
2024-05-31,Nordeste,Notebook,Fernanda,26,109200.69,79263.82,29936.869999999995
2024-05-31,Nordeste,Smartphone,Carlos,22,82555.68,47019.78,35535.899999999994
2024-05-31,Nordeste,Impressora,Ana,92,173388.96,99291.61,74097.34999999999
2024-05-31,Nordeste,Monitor,Carlos,47,180862.04,129008.95,51853.09000000001
2024-05-31,Nordeste,Headset,Bruno,59,38949.21,31093.12,7856.09
2024-05-31,Sudeste,Notebook,Bruno,91,352731.8,205414.07,147317.72999999998
2024-05-31,Sudeste,Smartphone,Ana,17,14709.06,9349.97,5359.09
2024-05-31,Sudeste,Impressora,Ana,47,166386.6,108595.25,57791.350000000006
2024-05-31,Sudeste,Monitor,Bruno,27,95097.91,48453.98,46643.93
2024-05-31,Sudeste,Headset,Bruno,62,41517.67,30823.56,10694.109999999997
2024-05-31,Sul,Notebook,Bruno,11,42851.18,24621.5,18229.68
2024-05-31,Sul,Smartphone,Ana,72,357451.95,270683.77,86768.18
2024-05-31,Sul,Impressora,Carlos,33,121396.24,73283.74,48112.5
2024-05-31,Sul,Monitor,Carlos,51,118098.88,67366.71,50732.17
2024-05-31,Sul,Headset,Carlos,74,149331.09,111738.05,37593.03999999999
2024-05-31,Centro-Oeste,Notebook,Fernanda,76,143274.15,82002.9,61271.25
2024-05-31,Centro-Oeste,Smartphone,Carlos,90,269997.58,158598.82,111398.76000000001
2024-05-31,Centro-Oeste,Impressora,Carlos,66,144929.46,110548.06,34381.399999999994
2024-05-31,Centro-Oeste,Monitor,Daniela,33,126005.38,83303.72,42701.66
2024-05-31,Centro-Oeste,Headset,Ana,35,70943.35,50559.18,20384.170000000006
2024-05-31,Norte,Notebook,Bruno,21,40232.43,28251.43,11981.0
2024-05-31,Norte,Smartphone,Fernanda,60,63074.42,43551.12,19523.299999999996
2024-05-31,Norte,Impressora,Carlos,61,49862.03,38534.82,11327.21
2024-05-31,Norte,Monitor,Eduardo,5,20978.13,13916.67,7061.460000000001
2024-05-31,Norte,Headset,Eduardo,69,331166.66,190118.92,141047.73999999996
2024-06-30,Nordeste,Notebook,Eduardo,20,25192.9,19050.44,6142.460000000003
2024-06-30,Nordeste,Smartphone,Bruno,84,85681.07,64340.16,21340.910000000003
2024-06-30,Nordeste,Impressora,Carlos,21,87954.55,67413.42,20541.130000000005
2024-06-30,Nordeste,Monitor,Daniela,57,101393.27,59486.48,41906.79
2024-06-30,Nordeste,Headset,Fernanda,72,280469.96,177715.83,102754.13000000003
2024-06-30,Sudeste,Notebook,Carlos,6,7524.3,4462.6,3061.7
2024-06-30,Sudeste,Smartphone,Eduardo,16,65343.72,47167.76,18175.96
2024-06-30,Sudeste,Impressora,Daniela,5,6004.9,3987.93,2016.9699999999998
2024-06-30,Sudeste,Monitor,Fernanda,87,191237.68,119342.82,71894.85999999999
2024-06-30,Sudeste,Headset,Bruno,81,388834.23,305658.62,83175.60999999999
2024-06-30,Sul,Notebook,Bruno,83,302799.31,228879.31,73920.0
2024-06-30,Sul,Smartphone,Carlos,61,224284.99,146033.43,78251.56
2024-06-30,Sul,Impressora,Bruno,84,412915.36,253730.28,159185.08
2024-06-30,Sul,Monitor,Fernanda,33,67374.78,46374.1,21000.68
2024-06-30,Sul,Headset,Eduardo,38,95998.3,63294.84,32703.460000000006
2024-06-30,Centro-Oeste,Notebook,Carlos,62,205495.93,152576.72,52919.20999999999
2024-06-30,Centro-Oeste,Smartphone,Ana,5,15141.94,10620.88,4521.060000000001
2024-06-30,Centro-Oeste,Impressora,Fernanda,14,16355.93,11104.7,5251.23
2024-06-30,Centro-Oeste,Monitor,Daniela,25,55488.89,29946.28,25542.61
2024-06-30,Centro-Oeste,Headset,Bruno,67,231816.26,155158.94,76657.32
2024-06-30,Norte,Notebook,Daniela,60,188358.18,123906.67,64451.509999999995
2024-06-30,Norte,Smartphone,Fernanda,31,114916.85,64117.63,50799.22000000001
2024-06-30,Norte,Impressora,Carlos,62,81264.26,43310.51,37953.74999999999
2024-06-30,Norte,Monitor,Eduardo,19,26544.04,16555.78,9988.260000000002
2024-06-30,Norte,Headset,Bruno,79,59315.87,40509.41,18806.46
2024-07-31,Nordeste,Notebook,Carlos,42,59206.24,39292.05,19914.189999999995
2024-07-31,Nordeste,Smartphone,Fernanda,21,32386.11,24441.06,7945.049999999999
2024-07-31,Nordeste,Impressora,Ana,66,274260.88,165338.63,108922.25
2024-07-31,Nordeste,Monitor,Ana,54,261697.25,147005.37,114691.88
2024-07-31,Nordeste,Headset,Carlos,89,263444.24,201625.37,61818.869999999995
2024-07-31,Sudeste,Notebook,Bruno,21,28970.78,15930.13,13040.65
2024-07-31,Sudeste,Smartphone,Eduardo,49,96788.32,59198.13,37590.19000000001
2024-07-31,Sudeste,Impressora,Ana,33,66815.29,52491.34,14323.949999999997
2024-07-31,Sudeste,Monitor,Daniela,51,227665.44,117220.78,110444.66
2024-07-31,Sudeste,Headset,Carlos,19,28017.52,21343.4,6674.119999999999
2024-07-31,Sul,Notebook,Bruno,56,150820.88,106694.43,44126.45000000001
2024-07-31,Sul,Smartphone,Fernanda,96,317672.0,237877.73,79794.26999999999
2024-07-31,Sul,Impressora,Carlos,70,323924.49,215755.59,108168.9
2024-07-31,Sul,Monitor,Daniela,37,90237.9,53570.41,36667.48999999999
2024-07-31,Sul,Headset,Carlos,53,228860.52,139370.7,89489.81999999998
2024-07-31,Centro-Oeste,Notebook,Daniela,11,22291.4,14787.64,7503.760000000002
2024-07-31,Centro-Oeste,Smartphone,Eduardo,58,132108.92,68086.17,64022.750000000015
2024-07-31,Centro-Oeste,Impressora,Bruno,84,188462.32,127217.05,61245.270000000004
2024-07-31,Centro-Oeste,Monitor,Daniela,10,33563.49,18658.81,14904.679999999997
2024-07-31,Centro-Oeste,Headset,Ana,82,242361.81,136018.13,106343.68
2024-07-31,Norte,Notebook,Ana,30,18627.13,11439.75,7187.380000000001
2024-07-31,Norte,Smartphone,Carlos,56,161901.92,100174.11,61727.81000000001
2024-07-31,Norte,Impressora,Bruno,18,74253.78,43802.35,30451.43
2024-07-31,Norte,Monitor,Bruno,48,139697.05,95760.55,43936.499999999985
2024-07-31,Norte,Headset,Fernanda,30,83981.05,52792.95,31188.100000000006
2024-08-31,Nordeste,Notebook,Bruno,77,162533.55,97536.1,64997.44999999998
2024-08-31,Nordeste,Smartphone,Ana,52,154854.55,84541.81,70312.73999999999
2024-08-31,Nordeste,Impressora,Carlos,50,160056.57,115140.72,44915.850000000006
2024-08-31,Nordeste,Monitor,Bruno,82,252644.85,152216.59,100428.26000000001
2024-08-31,Nordeste,Headset,Eduardo,10,27376.42,15153.53,12222.889999999998
2024-08-31,Sudeste,Notebook,Bruno,16,68631.69,46960.55,21671.14
2024-08-31,Sudeste,Smartphone,Eduardo,55,74954.71,49968.5,24986.210000000006
2024-08-31,Sudeste,Impressora,Carlos,10,14314.71,10813.64,3501.0699999999997
2024-08-31,Sudeste,Monitor,Eduardo,52,109325.78,76977.96,32347.819999999992
2024-08-31,Sudeste,Headset,Carlos,73,268619.46,177451.18,91168.28000000003
2024-08-31,Sul,Notebook,Carlos,97,173545.79,113745.93,59799.860000000015
2024-08-31,Sul,Smartphone,Eduardo,15,55042.63,42855.04,12187.589999999997
2024-08-31,Sul,Impressora,Eduardo,39,73250.01,42450.17,30799.839999999997
2024-08-31,Sul,Monitor,Bruno,16,21886.68,11552.11,10334.57
2024-08-31,Sul,Headset,Bruno,45,188882.42,100185.87,88696.55000000002
2024-08-31,Centro-Oeste,Notebook,Carlos,66,274036.89,176666.7,97370.19
2024-08-31,Centro-Oeste,Smartphone,Daniela,46,57414.85,35248.2,22166.65
2024-08-31,Centro-Oeste,Impressora,Fernanda,8,24976.7,13418.29,11558.41
2024-08-31,Centro-Oeste,Monitor,Daniela,85,318333.13,176717.99,141615.14
2024-08-31,Centro-Oeste,Headset,Eduardo,55,148084.97,75142.68,72942.29000000001
2024-08-31,Norte,Notebook,Daniela,77,179833.75,105003.29,74830.46
2024-08-31,Norte,Smartphone,Daniela,57,215235.14,160122.96,55112.18000000002
2024-08-31,Norte,Impressora,Daniela,97,216794.13,141351.02,75443.11000000002
2024-08-31,Norte,Monitor,Fernanda,89,366949.3,198539.22,168410.08
2024-08-31,Norte,Headset,Fernanda,43,194373.82,119802.36,74571.46
2024-09-30,Nordeste,Notebook,Ana,5,18805.67,14121.64,4684.029999999999
2024-09-30,Nordeste,Smartphone,Eduardo,48,92255.38,69714.05,22541.33
2024-09-30,Nordeste,Impressora,Fernanda,10,29876.67,21576.9,8299.769999999997
2024-09-30,Nordeste,Monitor,Carlos,14,49383.63,29688.45,19695.179999999997
2024-09-30,Nordeste,Headset,Fernanda,89,157180.92,100167.1,57013.82000000001
2024-09-30,Sudeste,Notebook,Ana,63,253480.57,183785.06,69695.51000000001
2024-09-30,Sudeste,Smartphone,Daniela,80,126335.18,70556.62,55778.56
2024-09-30,Sudeste,Impressora,Fernanda,56,123254.5,97907.76,25346.740000000005
2024-09-30,Sudeste,Monitor,Ana,79,321033.11,199262.72,121770.38999999998
2024-09-30,Sudeste,Headset,Fernanda,91,93809.73,48175.56,45634.17
2024-09-30,Sul,Notebook,Ana,89,144981.57,76864.71,68116.86
2024-09-30,Sul,Smartphone,Eduardo,88,221835.09,149358.0,72477.09
2024-09-30,Sul,Impressora,Fernanda,22,43910.24,26111.66,17798.579999999998
2024-09-30,Sul,Monitor,Eduardo,34,73120.14,38742.59,34377.55
2024-09-30,Sul,Headset,Daniela,53,256956.42,203258.27,53698.15000000002
2024-09-30,Centro-Oeste,Notebook,Daniela,37,118531.89,84188.43,34343.46000000001
2024-09-30,Centro-Oeste,Smartphone,Daniela,46,153569.48,97776.9,55792.580000000016
2024-09-30,Centro-Oeste,Impressora,Carlos,62,242419.66,141712.6,100707.06
2024-09-30,Centro-Oeste,Monitor,Ana,16,74574.21,38544.97,36029.240000000005
2024-09-30,Centro-Oeste,Headset,Bruno,61,180740.63,99295.25,81445.38
2024-09-30,Norte,Notebook,Fernanda,17,32780.25,18556.76,14223.490000000002
2024-09-30,Norte,Smartphone,Carlos,62,174613.07,92522.91,82090.16
2024-09-30,Norte,Impressora,Carlos,32,92727.09,70305.71,22421.37999999999
2024-09-30,Norte,Monitor,Daniela,6,3284.88,2030.8,1254.0800000000002
2024-09-30,Norte,Headset,Bruno,92,189185.57,96591.44,92594.13
2024-10-31,Nordeste,Notebook,Fernanda,64,262987.02,144163.73,118823.29000000001
2024-10-31,Nordeste,Smartphone,Eduardo,9,12274.2,8785.5,3488.7000000000007
2024-10-31,Nordeste,Impressora,Ana,57,109609.18,82589.56,27019.619999999995
2024-10-31,Nordeste,Monitor,Daniela,36,66277.11,45575.02,20702.090000000004
2024-10-31,Nordeste,Headset,Daniela,89,193886.43,109102.05,84784.37999999999
2024-10-31,Sudeste,Notebook,Daniela,30,142468.19,113782.69,28685.5
2024-10-31,Sudeste,Smartphone,Eduardo,95,409707.67,230174.47,179533.19999999998
2024-10-31,Sudeste,Impressora,Carlos,20,40767.92,32440.71,8327.21
2024-10-31,Sudeste,Monitor,Eduardo,29,15645.43,9616.3,6029.130000000001
2024-10-31,Sudeste,Headset,Ana,96,266317.79,165359.22,100958.56999999998
2024-10-31,Sul,Notebook,Daniela,58,191129.63,102488.29,88641.34000000001
2024-10-31,Sul,Smartphone,Bruno,81,202802.38,131098.61,71703.77000000002
2024-10-31,Sul,Impressora,Bruno,82,77615.72,48788.72,28827.0
2024-10-31,Sul,Monitor,Eduardo,37,54323.41,37387.56,16935.850000000006
2024-10-31,Sul,Headset,Eduardo,55,78188.6,57812.6,20376.000000000007
2024-10-31,Centro-Oeste,Notebook,Fernanda,19,14954.43,9214.43,5740.0
2024-10-31,Centro-Oeste,Smartphone,Carlos,14,26182.9,20812.37,5370.5300000000025
2024-10-31,Centro-Oeste,Impressora,Bruno,84,313281.59,248427.69,64853.90000000002
2024-10-31,Centro-Oeste,Monitor,Daniela,40,133197.12,92187.62,41009.5
2024-10-31,Centro-Oeste,Headset,Eduardo,22,84346.06,55902.21,28443.85
2024-10-31,Norte,Notebook,Ana,82,186295.65,127139.96,59155.68999999999
2024-10-31,Norte,Smartphone,Eduardo,54,207395.89,117904.44,89491.45000000001
2024-10-31,Norte,Impressora,Daniela,73,131516.62,80331.17,51185.45
2024-10-31,Norte,Monitor,Bruno,21,48298.4,24980.78,23317.620000000003
2024-10-31,Norte,Headset,Carlos,50,223977.27,122184.72,101792.54999999999
2024-11-30,Nordeste,Notebook,Ana,66,230427.54,144201.65,86225.89000000001
2024-11-30,Nordeste,Smartphone,Ana,63,147942.39,96368.37,51574.02000000002
2024-11-30,Nordeste,Impressora,Bruno,53,191475.25,133726.85,57748.399999999994
2024-11-30,Nordeste,Monitor,Carlos,47,129661.45,100225.59,29435.86
2024-11-30,Nordeste,Headset,Daniela,94,293215.67,216786.48,76429.18999999997
2024-11-30,Sudeste,Notebook,Carlos,72,340196.14,200199.9,139996.24000000002
2024-11-30,Sudeste,Smartphone,Fernanda,40,156246.98,110425.42,45821.56000000001
2024-11-30,Sudeste,Impressora,Bruno,53,53009.48,26988.44,26021.040000000005
2024-11-30,Sudeste,Monitor,Daniela,99,438873.09,248495.99,190377.10000000003
2024-11-30,Sudeste,Headset,Fernanda,57,44455.61,33199.93,11255.68
2024-11-30,Sul,Notebook,Eduardo,25,45223.65,28980.31,16243.34
2024-11-30,Sul,Smartphone,Eduardo,23,43057.47,24017.58,19039.89
2024-11-30,Sul,Impressora,Fernanda,40,73614.69,54034.25,19580.440000000002
2024-11-30,Sul,Monitor,Eduardo,48,73136.03,40214.25,32921.78
2024-11-30,Sul,Headset,Daniela,38,159313.13,79997.92,79315.21
2024-11-30,Centro-Oeste,Notebook,Bruno,45,58780.69,45104.9,13675.79
2024-11-30,Centro-Oeste,Smartphone,Bruno,14,51709.29,41114.76,10594.529999999999
2024-11-30,Centro-Oeste,Impressora,Carlos,25,23378.14,16741.95,6636.189999999999
2024-11-30,Centro-Oeste,Monitor,Fernanda,89,351230.3,183961.77,167268.53
2024-11-30,Centro-Oeste,Headset,Ana,73,42888.68,23873.48,19015.2
2024-11-30,Norte,Notebook,Daniela,65,306229.14,195104.07,111125.07
2024-11-30,Norte,Smartphone,Carlos,54,29554.71,21532.59,8022.119999999999
2024-11-30,Norte,Impressora,Ana,66,161553.46,106732.35,54821.109999999986
2024-11-30,Norte,Monitor,Bruno,14,39108.36,30217.45,8890.91
2024-11-30,Norte,Headset,Bruno,95,310442.32,241546.56,68895.76000000001
2024-12-31,Nordeste,Notebook,Fernanda,91,66182.78,43958.03,22224.75
2024-12-31,Nordeste,Smartphone,Ana,32,53831.82,34542.51,19289.309999999998
2024-12-31,Nordeste,Impressora,Fernanda,61,107087.78,66554.04,40533.740000000005
2024-12-31,Nordeste,Monitor,Ana,7,29348.64,18128.07,11220.57
2024-12-31,Nordeste,Headset,Carlos,29,71862.96,46936.44,24926.520000000004
2024-12-31,Sudeste,Notebook,Daniela,56,57071.43,43425.9,13645.529999999999
2024-12-31,Sudeste,Smartphone,Fernanda,81,167051.55,123326.59,43724.95999999999
2024-12-31,Sudeste,Impressora,Eduardo,70,330356.53,232541.74,97814.79000000004
2024-12-31,Sudeste,Monitor,Fernanda,67,217474.1,170219.46,47254.640000000014
2024-12-31,Sudeste,Headset,Ana,21,12771.9,8432.54,4339.359999999999
2024-12-31,Sul,Notebook,Fernanda,23,87382.1,69785.66,17596.440000000002
2024-12-31,Sul,Smartphone,Eduardo,75,217496.7,135216.3,82280.40000000002
2024-12-31,Sul,Impressora,Eduardo,8,39188.44,29626.27,9562.170000000002
2024-12-31,Sul,Monitor,Daniela,72,231451.52,131505.73,99945.78999999998
2024-12-31,Sul,Headset,Carlos,28,101566.24,66480.19,35086.05
2024-12-31,Centro-Oeste,Notebook,Ana,87,282840.26,172898.02,109942.24000000002
2024-12-31,Centro-Oeste,Smartphone,Carlos,27,60218.67,36377.36,23841.309999999998
2024-12-31,Centro-Oeste,Impressora,Daniela,13,52234.12,33704.17,18529.950000000004
2024-12-31,Centro-Oeste,Monitor,Eduardo,39,120673.8,72720.55,47953.25
2024-12-31,Centro-Oeste,Headset,Daniela,24,37735.28,21407.79,16327.489999999998
2024-12-31,Norte,Notebook,Ana,14,23433.5,11780.63,11652.87
2024-12-31,Norte,Smartphone,Fernanda,90,225434.71,178113.84,47320.869999999995
2024-12-31,Norte,Impressora,Carlos,96,421002.44,228113.89,192888.55
2024-12-31,Norte,Monitor,Eduardo,86,378908.12,255737.11,123171.01000000001
2024-12-31,Norte,Headset,Fernanda,38,82619.45,43601.16,39018.28999999999
